CpG,Venn_category
cg26477792,EWAS-specific
cg26479630,Common
cg26482164,EWAS-specific
cg26504110,EWAS-specific
cg26504421,Common
cg26506790,Common
cg26509022,Common
cg26509250,EWAS-specific
cg26516710,Common
cg26535158,EWAS-specific
cg26549330,Common
cg26553501,Common
cg26569315,Common
cg26570683,EWAS-specific
cg26571739,EWAS-specific
cg26575105,Common
cg26576890,Common
cg26579713,Common
cg26581200,Common
cg26581206,Common
cg26587870,Common
cg26598899,Common
cg26608174,Common
cg26610307,Common
cg26619671,Common
cg26619790,haEWAS-specific
cg26623263,Common
cg26628907,Common
cg26629749,EWAS-specific
cg26634219,Common
cg26643870,Common
cg26644853,Common
cg26654827,Common
cg26668608,Common
cg26671477,Common
cg26680608,Common
cg26685998,Common
cg26687072,Common
cg26712673,EWAS-specific
cg26719062,EWAS-specific
cg26734350,Common
cg26735503,Common
cg26741686,Common
cg26746309,Common
cg26754350,Common
cg26756782,Common
cg26757820,Common
cg26761826,EWAS-specific
cg26769927,Common
cg26787863,Common
cg26792089,Common
cg26793227,Common
cg26794477,EWAS-specific
cg26796443,Common
cg26799250,Common
cg26805503,EWAS-specific
cg26816421,Common
cg26818820,Common
cg26827653,Common
cg26829310,haEWAS-specific
cg26829529,Common
cg26842423,Common
cg26842815,Common
cg26848071,EWAS-specific
cg26849931,EWAS-specific
cg26874693,Common
cg26884773,Common
cg26886976,EWAS-specific
cg26890706,Common
cg26910511,Common
cg26916576,Common
cg26920864,Common
cg26921612,Common
cg26923863,EWAS-specific
cg26942121,EWAS-specific
cg26960939,EWAS-specific
cg26966828,Common
cg26972389,Common
cg26974880,Common
cg26985366,EWAS-specific
cg27004182,Common
cg27012908,Common
cg27039501,Common
cg27041424,Common
cg27043786,Common
cg27070162,haEWAS-specific
cg27078890,Common
cg27081745,Common
cg27093242,haEWAS-specific
cg27098804,Common
cg27102629,EWAS-specific
cg27107144,Common
cg27111250,Common
cg27121870,Common
cg27123256,Common
cg27125093,Common
cg27127608,Common
cg27131821,EWAS-specific
cg27158862,haEWAS-specific
cg27162435,Common
cg27162882,Common
cg27168076,Common
cg27172175,Common
cg27180555,Common
cg27181013,haEWAS-specific
cg27181142,Common
cg27200630,Common
cg27202913,haEWAS-specific
cg27213872,Common
cg27214856,Common
cg27217474,Common
cg27228136,Common
cg27257453,Common
cg27269962,Common
cg27282397,Common
cg27282900,EWAS-specific
cg27295595,Common
cg27299725,haEWAS-specific
cg27302267,haEWAS-specific
cg27302507,Common
cg27317046,Common
cg27330193,Common
cg27338089,haEWAS-specific
cg27343684,Common
cg27351978,EWAS-specific
cg27359668,Common
cg27365978,Common
cg27366072,EWAS-specific
cg27386431,EWAS-specific
cg27395200,EWAS-specific
cg27405128,Common
cg27405988,Common
cg27409771,Common
cg27409802,Common
cg27421679,Common
cg27423216,Common
cg27424906,EWAS-specific
cg27425146,Common
cg27432864,Common
cg27437721,Common
cg27449030,Common
cg27459529,Common
cg27466845,Common
cg27471246,Common
cg27482619,Common
cg27485921,Common
cg27489373,Common
cg27504369,EWAS-specific
cg27508378,Common
cg27508620,Common
cg27522367,Common
cg27531366,Common
cg27537164,Common
cg27542422,haEWAS-specific
cg27544046,Common
cg27558411,Common
cg27561099,EWAS-specific
cg27561907,EWAS-specific
cg27566403,Common
cg27571329,Common
cg27573991,Common
cg27578734,Common
cg27579805,Common
cg27606341,Common
cg27608563,haEWAS-specific
cg27616007,EWAS-specific
cg27616541,EWAS-specific
cg27616751,Common
cg27624319,Common
cg27639662,Common
cg27645345,EWAS-specific
cg27648238,Common
cg27650171,EWAS-specific
cg27660627,Common
